target,text,num_characters,num_words,num_sentences,transformed_text
1,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,154,32,6,urgent pleas call 09066612661 landlin cash luxuri 4 canari island holiday await collect cs sae award 20m12aq 150ppm
1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",166,34,3,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday cash await collect ppm 150 sae cs jame 28 eh74rr
0,I havent lei.. Next mon can?,28,8,1,havent lei next mon
0,Mm feeling sleepy. today itself i shall get that dear,53,11,2,mm feel sleepi today shall get dear
0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,82,22,3,dare stupid wont tell anyth hear wont talk
0,Do Ì_ noe if ben is going?,26,8,1,noe ben go
0,Can you do a mag meeting this avo at some point?,48,12,1,mag meet avo point
0,I meant middle left or right?,29,7,1,meant middl left right
0,Really? I crashed out cuddled on my sofa.,41,10,2,realli crash cuddl sofa
0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,99,23,1,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu
0,"I sent you the prices and do you mean the  &lt;#&gt; g,",55,19,1,sent price mean lt gt g
0,Nothing. Can...,15,4,2,noth
0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,119,26,2,work ring u thing whole hous scream brat pull hair love u
0,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,154,35,3,famili respond anyth room went home diwali one call come make feel like die
0,"Tick, tick, tick ... Babe",25,7,1,tick tick tick babe
0,R Ì_ going 4 today's meeting?,29,8,1,r go 4 today meet
0,K da:)how many page you want?,29,10,1,k da mani page want
0,Ya had just now.onion roast.,28,6,1,ya roast
0,Send his number and give reply tomorrow morning for why you said that to him like that ok,89,18,1,send number give repli tomorrow morn said like ok
0,You said not now. No problem. When you can. Let me know.,56,16,4,said problem let know
0,Ok but tell me half an hr b4 u come i need 2 prepare.,53,15,1,ok tell half hr b4 u come need 2 prepar
0,Play w computer? Aiyah i tok 2 u lor?,37,11,2,play w comput aiyah tok 2 u lor
0,Sat right? Okay thanks... ,26,6,2,sat right okay thank
0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",129,28,2,derp wors dude alway want parti dude file complaint three drug abus live
0,Ok Chinese food on its way. When I get fat you're paying for my lipo.,69,18,2,ok chines food way get fat pay lipo
0,We r outside already.,21,5,1,r outsid alreadi
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,89,20,3,good trip watch rememb get back must decid easter
0,Yo we are watching a movie on netflix,37,8,1,yo watch movi netflix
0,What time. IÛ÷m out until prob 3 or so,39,10,2,time prob 3
0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",102,26,3,meh thgt clash realli ah dun mind dun seen lost weight gee
0,ARR birthday today:) i wish him to get more oscar.,50,13,1,arr birthday today wish get oscar
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",200,44,4,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay
0, and  picking them up from various points,41,7,1,pick variou point
1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,155,29,3,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
0,Wow v v impressed. Have funs shopping!,38,9,2,wow v v impress fun shop
0,I am on the way to ur home,26,8,1,way ur home
1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,141,31,2,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super walk winner
0,No problem. Talk to you later,29,7,2,problem talk later
0,Then ur sis how?,16,5,1,ur si
0,Still in customer place,23,4,1,still custom place
1,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,124,28,1,come take littl time child afraid dark becom teenag want stay night
0,"Dude u knw also telugu..thts gud..k, gud nyt..",46,14,1,dude u knw also telugu tht gud k gud nyt
0,We confirm eating at esplanade?,31,6,1,confirm eat esplanad
0,Send me your id and password,28,6,1,send id password
0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,118,26,4,kind took garag centr part exhaust need replac part order n take fix tomo morn
1,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",124,27,2,ur chanc win cash everi wk txt action c custcar 08712405022
0,Well I might not come then...,29,7,1,well might come
0,Long after I quit. I get on only like 5 minutes a day as it is.,63,18,2,long quit get like 5 minut day
0,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,106,21,3,like call mittelschmertz googl dont paracetamol dont worri go
0,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,121,29,1,well right gon na get check today steam text want come get
0,"Just arrived, see you in a couple days &lt;3",44,13,1,arriv see coupl day lt 3
0,"K, wat s tht incident?",22,7,1,k wat tht incid
0,Yeah get the unlimited,22,4,1,yeah get unlimit
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,116,27,3,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg
0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",78,18,2,forgot take 3 year shower sorri phone dead yet
0,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,59,16,1,ìï got wat buy tell us need come
0,When you are big..| God will bring success.,43,11,1,big god bring success
1,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,131,24,4,bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870
0,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",124,34,2,r stayin extra week back next rugbi weekend hi c u soon ham
0,Not from this campus. Are you in the library?,45,11,2,campu librari
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",142,44,2,affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow
0,How will I creep on you now? ;_;,32,11,2,creep
0,If I get there before you after your ten billion calls and texts so help me god,79,17,1,get ten billion call text help god
0,I've told him that i've returned it. That should i re order it.,63,17,2,told return order
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",155,33,1,murder coz man murder lt gt th januari public holiday close includ post offic
0,Depends on where u going lor.,29,7,1,depend u go lor
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,145,32,1,smile right go world wonder smile think crazi keep away grin
1,FreeMsg>FAV XMAS TONES!Reply REAL,33,8,1,freemsg fav xma tone repli real
0,Lil fever:) now fine:),22,8,1,lil fever fine
0,I think it's all still in my car,32,9,1,think still car
0,Can a not?,10,4,1,
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,158,30,4,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
0,Yes princess! I want to catch you with my big strong hands...,61,14,2,ye princess want catch big strong hand
0,Oh yeah I forgot. U can only take 2 out shopping at once.,57,15,2,oh yeah forgot u take 2 shop
0,Mm so you asked me not to call radio,36,9,1,mm ask call radio
0,Thinkin about someone is all good. No drugs for that,52,11,2,thinkin someon good drug
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",133,30,1,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli
0,"Alright if you're sure, let me know when you're leaving",55,13,1,alright sure let know leav
0,Some are lasting as much as 2 hours. You might get lucky.,57,14,2,last much 2 hour might get lucki
0,Genius what's up. How your brother. Pls send his number to my skype.,68,17,3,geniu brother pl send number skype
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,30,1,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,123,32,1,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,111,25,1,forget own privat properti good boy alway passion kiss
1,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,137,24,1,interflora åòit late order interflora flower christma call 0800 505060 place order midnight tomorrow
0,Oh god..taken the teeth?is it paining,37,10,1,oh god taken teeth pain
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,152,28,2,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin
0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,74,20,2,u ask darren go n pick u lor oso sian tmr haf 2 meet lect
0,No need to buy lunch for me.. I eat maggi mee..,47,13,2,need buy lunch eat maggi mee
1,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",158,31,4,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut
0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",149,37,3,oh right make sure load work day got realli nasti cough today dri n shot realli help
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,160,35,3,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
0,Thanx 4 sending me home...,26,6,1,thanx 4 send home
0,Its normally hot mail. Com you see!,35,9,2,normal hot mail com see
1,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",111,21,1,tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
0,U sick still can go shopping?,29,7,1,u sick still go shop
0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",131,31,1,ya well bbd pooja full pimpl even becom quit black ur rite cold wear sweatter
0,Nice.nice.how is it working?,28,5,1,work
0,1's reach home call me.,23,7,1,1 reach home call
0,Were trying to find a Chinese food place around here,52,10,1,tri find chines food place around
0,"Easy mate, * guess the quick drink was bit ambitious.",53,12,1,easi mate guess quick drink bit ambiti
0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,131,38,10,babe miiiiiiissssssssss need crave geeee sad without babe love
